original_index,sms_text,predicted_is_otp,predicted_otp_intent,classification_status,batch_number,is_phishing_original,sender
19785,265178 is the OTP to opt out of MF Nomination in ICICIdirect Account. Valid for 10 minutes. DO NOT disclose it to anyone. ICICIdirect NEVER asks for OTP.,True,FINANCIAL_LOGIN_OTP,success,13,False,JM-ISECLT
synthetic_UPI_TXN_OR_PIN_OTP_f014f442,"Paytm's UPI transfer OTP is 467982. Remember, OTPs are secret; don't share!",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False,
47731,04 11 2003 26 800 account code expires identifier points private redeemed shows statement,False,NOT_OTP,success,69,True,
synthetic_UPI_TXN_OR_PIN_OTP_a7b2057d,Your Google Pay UPI transaction code is IBOTP. Use within an hour and keep secure!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False,
53697,"मैंने एक मिनी टैंकर देखा, जिसके पिछले हिस्से पर 'कॉमन वेल्थ ट्रैक्टर' पेंट किया हुआ था। अपने पिता से पूछें कि क्या आप राष्ट्रमंडल में कुछ करने पर विचार करेंगे। यह देखते हुए कि आप तैयारियों में कैसे भाग रहे हैं, मुझे यकीन है कि उन्हें अतिरिक्त मदद से कोई आपत्ति नहीं होगी। मुझे लगता है कि इसमें बहुत गुंजाइश है। और शायद अगर वोटेवा कंपनी को उनका काम पसंद आता है तो वह कॉमनवेल्थ खत्म होने के बाद भी इसे जारी रखेंगे। कृपया कृपया टोक 2 उसे एबीटी डिस। कृपया!!! अन्यथा मैं करूँगा!",False,NOT_OTP,auto_not_otp,1,False,
20082,G-221444 is your Google verification code.,True,GENERIC_APP_ACTION_OTP,success,14,False,50350141
4257,830796 is OTP for txn of INR 537.03 at AMAZONRECHA on ICICI Bank Credit Card XX1970. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,2,False,
35076,"Hi Gandharv,
You have successfully initiated your July rent payment(NRP-7676964) of INR 10908.18 (processing fees of INR 975.18 charged extra). We will deposit the money to beneficiary's bank account by 01-Jul (Thu) 07:47 PM and notify you once it is credited. Click http://nobr.kr/sv/Wnstv to get help.
NoBroker Pay",False,NOT_OTP,auto_not_otp,44,True,
26385,"Hi! Your Vi bill of Rs.599.98 is due on 04-01-2022. Please pay by due date to avoid late payment charges of upto Rs.825. To Pay using Vi App or to pay online, click https://bit.ly/ViviewnpayBill .Not just this, you can now simply make your payment on WhatsApp, safe & secure! Click https://wa.me/message/CA3JPMW2AJ4IB1 . Ignore if paid.",False,NOT_OTP,auto_not_otp,27,True,
12682,810675 is OTP for txn of INR 086.34 at DAILYDEL SO on ICICI Bank Credit Card XX2843. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,19,False,
synthetic_UPI_TXN_OR_PIN_OTP_7d2e1543,Your Google Pay OTP (244103) for ₹500 transfer on AMAZON. Keep secure & use quickly.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False,
16784,"OTP for Aadhaar (XX4542) is 929185 (valid for 10 mins). To update Aadhaar, Upload documents on myaadhaar.uidai.gov.in or visit Aadhaar Center. Call 1947 for info. -UIDAI",True,KYC_OR_ESIGN_OTP,success,7,True,
55461,"Use code MOVIE & get an instant discount of upto INR 566* + cashback upto INR 951* using PayZapp wallet, only on BookMyShow. *T&C Apply- http://bit.ly/250mvs",False,NOT_OTP,success,5,True,
63606,No,False,NOT_OTP,auto_not_otp,21,False,+917019137405
44272,10 1000 18 50 87121 awarded claim complimentary dis trip txt ur urgent,False,NOT_OTP,auto_not_otp,62,True,
58058,Your unique verification code for Olacabs is 2138. Thank you.,True,DELIVERY_OR_SERVICE_OTP,success,10,False,
70601,ഈ song ഇട്ട് ട്രാവൽ ചെയ്യാൻ എന്തോ പൊളിയാണെന്നോ വേറെ ലെവൽ 👍,False,NOT_OTP,auto_not_otp,35,True,
12459,Rista: 6992 is your one time password to login.,True,APP_LOGIN_OTP,success,19,True,QP-RISTAA
36832,"Your order no. MBFO-150287992-061120 from bigbasket.com will reach you on Sat 07 Nov 2020 between 12:00 PM and 02:00 PM. Out of the 7 item(s), we will not be able to deliver 1 item(s). Our sincere apologies. Pls check your mail for details.",False,NOT_OTP,auto_not_otp,47,False,VMBIGBKT
42247,good happy morning new princess year,False,NOT_OTP,auto_not_otp,58,False,
27944,"ನಿಮ್ಮ ದೈನಂದಿನ ಹೈ ಸ್ಪೀಡ್ ಇಂಟರ್ನೆಟ್ ಕೋಟಾದ ಶೇಖಡ 50% ರಷ್ಟು 2 GB ಡೇಟಾ ಅನ್ನು ಬಳಸಿದ್ದೀರಿ ನಿಮ್ಮ ಜಿಯೊ ಸಂಖ್ಯೆ 2152316781 ಯ ಮೇಲೆ  ಇಷ್ಟರ 04-Jun-21 18:50 ಹೊತ್ತಿಗೆ.  ನಿಮ್ಮ ಬ್ಯಾಲೆನ್ಸ್ ಮತ್ತು ಬಳಕೆಯನ್ನು ಪತ್ತೆಹಚ್ಚಲು, 1299 ಕ್ಕೆ ಮಿಸ್ಸೇಡ್ ಕಾಲ್ ಅನ್ನು ನೀಡಿ. ನಿಮ್ಮಜಿಯೊಖಾತೆಯನ್ನು ಹೇಗೆ ನಿರ್ವಹಿಸುವುದು ಎಂಬುದರ ಕುರಿತು ಇನ್ನಷ್ಟು ತಿಳಿಯಲು, https://youtu.be/JadIvh5mJPQ ಕ್ಲಿಕ್ ಮಾಡಿ. ನಿಮ್ಮ ಪ್ರಸ್ತುತ ಬ್ಯಾಲೆನ್ಸ್, ವ್ಯಾಲಿಡಿಟಿ, ಯೋಜನೆ ವಿವರಗಳು ಮತ್ತು ಅತ್ಯಾಕರ್ಷಕ ರೀಚಾರ್ಜ್ ಯೋಜನೆಗಳ ಬಗ್ಗೆ  ತಿಳಿಯಲು 1991ಗೆ  ಡಯಲ್ ಮಾಡಿ.",False,NOT_OTP,auto_not_otp,30,True,
58298,"262935 is your Abhibus verification code , which expires in 20 minutes.",True,DELIVERY_OR_SERVICE_OTP,success,10,True,
19851,753792 is OTP for txn of INR 567.19 at Licious on ICICI Bank Credit Card XX2117. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,13,False,
14423,"INR 4,024.99 spent on ICICI Bank Card XX1538 on 29-Dec-22 at RAZ*EatFit. Avl Lmt: INR 6,39,986.78. To dispute,call 18002662/SMS BLOCK 7007 to 8555922878",False,NOT_OTP,auto_not_otp,3,False,
synthetic_APP_LOGIN_OTP_01c3c21b,Your Swiggy OTP is 1245. Valid for 10 mins. DO NOT share with anyone.,True,APP_LOGIN_OTP,synthetic,synthetic,False,
71826,"వయసు అనుభవంనుకు మించి పాడావు తల్లీ, చాలా బాగుంది 🎉🎉👌",False,NOT_OTP,auto_not_otp,37,False,
3474,"Ah, nice. Have fun ya",False,NOT_OTP,auto_not_otp,1,False,+919513908010
29091,Hi Gandharv!! Can we connect!!,False,NOT_OTP,auto_not_otp,32,False,+919096697254
7269,File No. BN1065837356723 is granted. For more information check email or login into www.passportindia.gov.in to view acknowledgement letter. -PassportSP,False,NOT_OTP,auto_not_otp,8,True,VK-TCSPSK
44895,0870 08707509020 1327 20p 5wb box chance cr9 croydon fantasies fantasy hot just live min national ntt po rate,False,NOT_OTP,auto_not_otp,64,True,
synthetic_APP_ACCOUNT_CHANGE_OTP_04005c24,Change your profile picture on Yes Bank app with OTP 56789. Do not share with anyone!,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False,
504,"INR 212.08 spent using ICICI Bank Card XX0409 on 03-Oct-25 on GOOGLE CLOUD CY. Avl Limit: INR 3,55,957.91. If not you, call 1800 2662/SMS BLOCK 7007 to 8823352420.",False,NOT_OTP,success,1,False,
46457,150p babe com girls great hi missing night saturday send service sp stop text waiting weekend,False,NOT_OTP,auto_not_otp,67,True,
30514,"Avbl Bal in your A/C. No.XXXXXXXXXXX0055 on EOD 05-JUL-2020 is USD 0.00, Tot. avbl bal (including linked deposits and Limit) is USD 0.00.",False,NOT_OTP,auto_not_otp,35,False,VKYESBNK
14840,"INR 196.71 spent on ICICI Bank Card XX0059 on 02-Aug-23 at CALIFORNIA BURR. Avl Lmt: INR 1,49,591.95. To dispute,call 18002662/SMS BLOCK 7007 to 4873731358",False,NOT_OTP,auto_not_otp,3,False,
57077,"Dear Customer, You have 5 missed calls from +919490612385 The last missed call was at 12:08 PM QZ 52-FNV-2465 Thankyou, Team Jio.",False,NOT_OTP,auto_not_otp,8,False,
43431,cbe going join sen told uncle,False,NOT_OTP,auto_not_otp,61,False,
10870,"INR 277.30 spent on ICICI Bank Card XX5776 on 20-Nov-23 at Eat Fit JNC Kor. Avl Lmt: INR 5,35,805.83. To dispute,call 18002662/SMS BLOCK 7007 to 3364537330",False,NOT_OTP,auto_not_otp,16,False,
15337,"Dear Customer, INR 74.57 is debited on ICICI Bank Credit Card XX8421 on 06-Jun-21. Info: AMAZON. Available Limit: INR 75,838.41. Call on 18002662 for dispute or SMS BLOCK 7007 to 5288349100.",False,NOT_OTP,auto_not_otp,4,False,
6941,"INR 5,855.58 spent using ICICI Bank Card XX6843 on 03-Sep-24 on Raz*Swiggy Tech. Avl Limit: INR 7,27,916.39. If not you, call 1800 1080/SMS BLOCK 7007 to 5676766.",False,NOT_OTP,auto_not_otp,8,False,
synthetic_KYC_OR_ESIGN_OTP_2475e521,288913 is OTP for CKYC No XX6135 (valid for 15 mins) at SBI Bank. Download form from sbi.co.in -SBI Bank,True,KYC_OR_ESIGN_OTP,synthetic,synthetic,False,
synthetic_APP_LOGIN_OTP_a8669414,#6191 is your login code for SBI Card. Valid for next 3 minutes only.,True,APP_LOGIN_OTP,synthetic,synthetic,False,
24253,ICICI Bank Acct XXX223 debited for INR 04.32 on 26-Jun-21 & gpay-11175693281@okbizaxis credited.UPI:117715141533.Call 18002662 for dispute or SMS BLOCK 696 to 4749022254.,False,NOT_OTP,auto_not_otp,22,False,
61149,No,False,NOT_OTP,auto_not_otp,16,False,+917019137405
16615,924651 is your one time password (OTP) to log in to JioCinema. Please enter OTP to proceed,True,APP_LOGIN_OTP,success,7,True,JK-JIOCNM
51417,"शरीर की देखभाल आपकी प्राथमिकता होनी चाहिए, यह आपकी सबसे बड़ी संपत्ति है।",False,NOT_OTP,auto_not_otp,77,False,
3322,"Join us at Amazon Smbhav 2021,15-18th April 2021. Register now https://bit.ly/3rGa1Dq to learn from eminent leaders like Indra Nooyi, Sunil Bharti Mittal & more",False,NOT_OTP,success,8,True,57575701
29620,X81669795 is delivered on 25/1/2023. Share feedback tinyurl.com/2gx3xq45 DTDC won't ask for any payment OTP,False,NOT_OTP,success,33,True,VKDTDCCR
63339,No,False,NOT_OTP,auto_not_otp,20,False,+917019137405
21705,ICICI Bank Acct XX498 debited for Rs 627.73 on 25-May-22; olamoney1 credited. UPI:214565145346. Call 18002662 for dispute. SMS BLOCK 696 to 1488533220.,False,NOT_OTP,auto_not_otp,17,False,
7815,RESEND 2: 489494 is OTP for txn of INR 4009.98 at AMAZON on ICICI Bank Credit Card XX2943. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,9,False,
11251,"IndiGo: Dear 6E customer, your flt. 6E 6924/6616,MAA-IXC/IXC-SXR,1110-1355/1555-1720hrs,PNR-MK514P on 25Apr is rescheduled due to operational reasons. The revised time is 1110-1355/1605-1720hrs on 25Apr. We regret the inconvenience caused to you. Eagerly looking forward to welcome you on board. To STOP receiving repeated notification, click on http://I9f.in/H7moFV . To subscribe for travel updates on WhatsApp https://bit.ly/2H6ZCj2. Gratitude always, IndiGo",False,NOT_OTP,auto_not_otp,16,True,VM-IndiGo
12670,"[Waitlist Confirmed] Session: S&C Time Slot: 25-Jul-2023, 9:00AM Center: Cult Jayanagar Booking ID: JAYZHDFUJGP6 Be sure to arrive 5 mins early to mark your attendance - Team cult.fit",False,NOT_OTP,auto_not_otp,19,False,QP-CULTFT
72593,"ನಿಮ್ಮ ವಿನಂತಿಯ ಪ್ರಕಾರ, 'ಮೆಲ್ಲೆ ಮೆಲ್ಲೆ (ಒರು ಮಿನ್ನಮಿನುಂಗಿಂಟೆ ನುರುಂಗು ವೆಟ್ಟಮ್)' ಎಲ್ಲಾ ಕರೆ ಮಾಡುವವರಿಗೆ ನಿಮ್ಮ ಕ್ಯಾಲರ್‌ಟೂನ್ ಆಗಿ ಹೊಂದಿಸಲಾಗಿದೆ. ನಿಮ್ಮ ಸ್ನೇಹಿತರನ್ನು ನಕಲಿಸಲು *9 ಒತ್ತಿ",False,NOT_OTP,auto_not_otp,39,True,
48803,আপনার পাসওয়ার্ড অবিলম্বে পরিবর্তন করুন। এখানে ক্লিক করুন: [securepassword.com/ChangeBD],False,NOT_OTP,auto_not_otp,71,True,
40899,2nite b4 calls chat half luv sexy term work,False,NOT_OTP,auto_not_otp,56,True,
32175,"Delivery Code for your shipment is 612220. Please share this code with our delivery executive. 
AWB No. XSE22677255
Smartr Logistics | https://smartr.in",True,DELIVERY_OR_SERVICE_OTP,success,38,True,JDSMRTRL
39817,haha sec yeah,False,NOT_OTP,auto_not_otp,53,False,
3665,G-828208 is your Google verification code. Don't share your code with anyone.,True,GENERIC_APP_ACTION_OTP,success,1,False,Google
29896,Your eatfit.in order for the day has been delivered at reception as per your instruction.,False,NOT_OTP,auto_not_otp,34,False,VM-CFOODS
15277,"Dear Customer, INR 948.30 is debited on ICICI Bank Credit Card XX5536 on 17-Apr-21. Info: SWIGGY. Available Limit: INR 20,292.51. Call on 18002662 for dispute or SMS BLOCK 7007 to 9457229123.",False,NOT_OTP,auto_not_otp,4,False,
synthetic_GENERIC_APP_ACTION_OTP_1e941086,OTC transaction request: Your OTP is 8765. Keep confidential to prevent misuse.,True,GENERIC_APP_ACTION_OTP,synthetic,synthetic,False,
64817,No,False,NOT_OTP,auto_not_otp,23,False,+917019137405
synthetic_UPI_TXN_OR_PIN_OTP_4001bf61,GPay OTP for account linking is 827421. Message ID: abc12345. Do not share with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False,
58699,"Your A/C XXXXX301710 Credited INR 242.74 on 09/08/17 -Deposit by transfer from Mr. RACHURI CHAKRAV. A/C Bal INR 7,515.45",False,NOT_OTP,auto_not_otp,11,False,
45010,100 ans cash draw enter gift new question registered replying stop support text thanks txt unsubscribe voucher week,False,NOT_OTP,auto_not_otp,64,True,
38144,"Dear Members,
Pls join in the Independence Day Celebrations, 15th August at 09am at the Children's Play Area, followed by breakfast.
Regards,
BSOA-MC",False,NOT_OTP,auto_not_otp,50,False,VKBYSANI
42474,anybody asks atm email information like password pin share sms,False,NOT_OTP,auto_not_otp,59,False,
43727,didn glad lol totally,False,NOT_OTP,auto_not_otp,61,False,
synthetic_KYC_OR_ESIGN_OTP_08cff465,OTP for e-signing documents at ICICI Bank is 982741. Valid for 15 minutes.,True,KYC_OR_ESIGN_OTP,synthetic,synthetic,False,
26932,445472 is OTP for txn of INR 782.16 at SWIGGY on ICICI Bank Credit Card XX4472. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,28,False,
24184,"Dear Customer, USD 11.79 is debited on ICICI Bank Credit Card XX2272 on 23-May-21. Info: GOOGLE*COLABORA. Available Limit: INR 4,543.70. Call on 18002662 for dispute or SMS BLOCK 2004 to 3029163668.",False,NOT_OTP,auto_not_otp,22,False,
10802,[#] 735283 is the OTP to login into your MakeMyTrip account. Don't share your OTP/bank info with anyone. @www.makemytrip.com #735283 - MMT,True,APP_LOGIN_OTP,success,15,True,VM-MMTRIP
55468,232330 is the One-Time Password(OTP) to verify your phone number and activate MyWallet. This OTP is usable only once and valid for 15 minutes from the request.,True,GENERIC_APP_ACTION_OTP,success,5,True,
61278,No,False,NOT_OTP,auto_not_otp,16,False,+917019137405
synthetic_APP_LOGIN_OTP_823b577a,5678 is your verification code for Amazon Prime. OTP expires in 10 mins. DO NOT SHARE!,True,APP_LOGIN_OTP,synthetic,synthetic,False,
44025,head ll mins,False,NOT_OTP,auto_not_otp,62,False,
synthetic_UPI_TXN_OR_PIN_OTP_1dae070a,PhonePe requires your UPI PIN setup OTP: 982731. Keep it safe and private; don't disclose.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False,
52519,क्या तुमने पास के नए रेस्टोरेंट के बारे में सुना? कभी वहाँ चलते हैं।,False,NOT_OTP,auto_not_otp,79,False,
1223,ICICI Bank Acct XX455 debited for Rs 533.61 on 24-Oct-25; Bangalore Metro credited. UPI:566335160344. Call 18002662 for dispute. SMS BLOCK 696 to 9777624489.,False,NOT_OTP,success,1,False,
64464,No,False,NOT_OTP,auto_not_otp,23,False,+917019137405
4245,171920 is OTP for txn of INR 10987.29 at AMAZON on ICICI Bank Credit Card XX7721. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,2,False,
synthetic_APP_LOGIN_OTP_05b37d05,Your login OTP is 9837 for Flipkart. This OTP is valid for next 5 minutes. Keep secure!,True,APP_LOGIN_OTP,synthetic,synthetic,False,
synthetic_FINANCIAL_LOGIN_OTP_de6131bc,"Indiabulls Ventures ke liye aapka OTP hai: 62589321. Kisi ke sath bhi nahi share karein, bank nehi mangta hai.",True,FINANCIAL_LOGIN_OTP,synthetic,synthetic,False,
21027,"Dear Customer, Payment of INR 8 has been received towards your ICICI Bank Credit Card XX4234 on 30-NOV-20 through UPI. Thank you.",False,NOT_OTP,auto_not_otp,16,False,
54997,Say hello to Vodafone in AP and Telangana. Enjoy FREE roaming across India! Now get all incoming calls free. No extra roaming charges for Internet.,False,NOT_OTP,auto_not_otp,4,False,
71021,8 Years മുൻപ് ഇറങ്ങിയതായാലും ഇപ്പോഴാണ് ഈ പാട്ടിന്റെ feel ariyunnath 🤗🤗,False,NOT_OTP,auto_not_otp,36,False,
4273,555096 is OTP for txn of INR 250.01 at AMAZON on ICICI Bank Credit Card XX9142. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,2,False,
synthetic_FINANCIAL_LOGIN_OTP_431091ff,"Dear Customer, your HSBC India online banking OTP is: 45982374. Please do not share this with anybody.",True,FINANCIAL_LOGIN_OTP,synthetic,synthetic,False,
63308,No,False,NOT_OTP,auto_not_otp,20,False,+917019137405
32555,"You have exhausted your daily high speed internet quota of 2 GB on your Jio Number 3875874912 as of 07-Jun-21 17:07. Internet speed will be reduced in case you do not have any active data plan. Your daily high speed internet quota will be restored by 08-Jun-21 00:52 Hrs tonight. 
Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",False,NOT_OTP,auto_not_otp,39,True,
27106,"Dear Investor, Payment of Rs. 3251.40 towards your SIP in Axis Small Cap Fund - Regular Growth has been received and 69.818 units at NAV 64.45 are allotted in Folio XXXXXXXXX0635. Axis MF",False,NOT_OTP,auto_not_otp,28,False,
synthetic_FINANCIAL_LOGIN_OTP_d307ca13,Your INDmoney secret OTP to login is: 2197. Do not share this with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic,False,
3574,"Dear Customer Your Airport Booking OTP is 3857, Please share with Driver. Please head to the Airport Taxi boarding point. Airport helpline number: +91 0073325382. Thanks for Choosing Mega Cabs.*T&C apply, please ref. www.megacabs.com",True,DELIVERY_OR_SERVICE_OTP,success,1,True,
29651,"Dear Customer,

We tried to contact you for your complaint regarding our service, however we could not get through. We will again call you in the next 2 hours. For an early callback, we request you to reach out to us via our helpcenter: https://b.ubcp.in/7qnma

- Team Urban Company",False,NOT_OTP,auto_not_otp,33,True,VKURBCOM
46497,150p 18 2lands 86688 chat don hg know ldn let msg rcvd row send suite342 w1j6hl years,False,NOT_OTP,auto_not_otp,67,True,
60081,No,False,NOT_OTP,auto_not_otp,14,False,+917019137405
41292,got job joined today,False,NOT_OTP,auto_not_otp,56,False,
10205,Your Apple ID Code is: 007572. Don't share it with anyone.,True,APP_LOGIN_OTP,success,14,False,50250111
65789,அருமை💚 சென்ற வருடம்,False,NOT_OTP,auto_not_otp,25,False,
9487,Your eat.fit meal has just left our kitchen and will be delivered in 24 mins.,False,NOT_OTP,auto_not_otp,13,False,VM-CULTFT
14496,"INR 734.22 spent on ICICI Bank Card XX5927 on 18-Jan-23 at YOUTUBE CYBS. Avl Lmt: INR 9,35,398.11. To dispute,call 18002662/SMS BLOCK 7007 to 8654124137",False,NOT_OTP,auto_not_otp,3,False,
65843,எனக்கு பிடித்த பாடல் 🙏🙏 ஓம் கணபதியே போற்றி,False,NOT_OTP,auto_not_otp,25,False,
32134,"Dear Customer, 

Your Supr Daily subscription for Nandini Shubham [pkt] [500 ml] has only 7 deliveries remaining. Kindly recharge at your earliest convenience. 

Have a Supr day ahead!

-Supr Daily",False,NOT_OTP,auto_not_otp,38,False,TXSUPRDY
synthetic_APP_LOGIN_OTP_379c7266,2345 is your login OTP to Zomato. Don't share with anyone.,True,APP_LOGIN_OTP,synthetic,synthetic,False,
synthetic_DELIVERY_OR_SERVICE_OTP_e7e00f96,Amazon.in: Service confirmed! Use OTP 8932 for technician visit. Maintain secrecy & security.,True,DELIVERY_OR_SERVICE_OTP,synthetic,synthetic,False,
18693,"INR 325.91 spent on ICICI Bank Card XX2411 on 29-Mar-22 at CRED. Avl Lmt: INR 08,259.48. To dispute,call 18002662/SMS BLOCK 7007 to 9295931869",False,NOT_OTP,auto_not_otp,11,False,
63386,No,False,NOT_OTP,auto_not_otp,21,False,+917019137405
65262,"*தமிழ் மண்ணின், பண்பாட்டின் அடையாளமான சல்லிக்கட்டு போட்டிக்கு தங்க நாணயங்கள் அள்ளித்தரும் அதேநேரம்..*",False,NOT_OTP,auto_not_otp,24,False,
8330,446542 is OTP for txn of INR 850.95 at Swiggy Limi on ICICI Bank Credit Card XX8425. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,10,False,
24656,Rs.51.23 paid with trip no-5963848416 for JC12JY8183 at 116003 on 07-01-2022 10:49:47 with ICICI Bank FASTag. Bal- Rs.398.02. Call 18002100104 for dispute.,False,NOT_OTP,auto_not_otp,23,False,
72569,"ನಗದು ಗೆಲ್ಲುವ ಆರು ಅವಕಾಶಗಳು! 100 ರಿಂದ 20,000 ಪೌಂಡ್‌ಗಳವರೆಗೆ TXT> CSH11 ಮತ್ತು 87575 ಗೆ ಕಳುಹಿಸಿ. 150p/ದಿನ, 6 ದಿನಗಳು, 16+ TSANDC ಗಳು ಪ್ರತ್ಯುತ್ತರವನ್ನು ಅನ್ವಯಿಸಿ HL 4 ಮಾಹಿತಿ",False,NOT_OTP,auto_not_otp,39,True,
39029,blue going happening lot new sighs things years,False,NOT_OTP,auto_not_otp,52,False,
synthetic_KYC_OR_ESIGN_OTP_13488f76,OTP for Aadhaar (XX2198) eKYC download request at INDIAN OIL CORPORATION LIMITED is 467823. Valid for 10 minutes - UIDAI,True,KYC_OR_ESIGN_OTP,synthetic,synthetic,False,
22861,"Dear Customer, refund of INR 09277 from MAKEMYTRIP INDIA PVT L has been credited to your ICICI Bank Credit Card XX0370 on 09-DEC-22 and will be adjusted in the coming statement. For details, please call our Customer Care.",False,NOT_OTP,auto_not_otp,20,False,
29352,Your eat.fit order for the day has been delivered at reception as per your instruction.,False,NOT_OTP,auto_not_otp,32,False,VK-CULTFT
synthetic_GENERIC_APP_ACTION_OTP_2a06b95d,Verify your YONO app login with OTP: 2198. Valid till 30 secs. Security Alert: Do not share.,True,GENERIC_APP_ACTION_OTP,synthetic,synthetic,False,
19428,"Dear Vistara Customer, Web check-in for your flight UK 643 from Delhi to Srinagar for 15Oct is now open. You can check-in for your booking reference TSAC8D by clicking on www.airvistara.com/wc/E2AVZWG48IHBWALEU . Check-in and baggage drop counters will close 60 mins prior to departure. You will earn CV Points on completion of this journey, click on https://bit.ly/3lnez1Y to register with Club Vistara and claim these points.",False,NOT_OTP,auto_not_otp,13,True,VM-VISTAR
65289,உழைப்புத்தான் உயிர்.,False,NOT_OTP,auto_not_otp,24,False,
16347,"Amazon Pay has requested money from you on the Amazon App. On approving the request, INR 510.30 will be debited from your A/c. https://www.amazon.in/pndtxns - Axis Bank",False,NOT_OTP,auto_not_otp,6,True,
11048,"Dear GANDHARV SUDHIR BAKSHI, Your OTP for verification of Add Client service request generated by ERI is 062256. This OTP is valid for 15 minutes. Please do not share OTP with anyone.
-e-Filing,Income Tax Department",True,KYC_OR_ESIGN_OTP,success,16,False,AX-ITDCPC
synthetic_APP_ACCOUNT_CHANGE_OTP_d8425a23,Securely update your contact info with IndusInd Bank Mobile Banking using OTP 4136. Do not disclose.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False,
55298,Call me please,False,NOT_OTP,auto_not_otp,4,False,
39441,day dear gud hav mrng nice,False,NOT_OTP,auto_not_otp,53,False,
11676,"INR 823.91 spent on ICICI Bank Card XX5330 on 12-Feb-24 at DAILYDEL SOLUTI. Avl Lmt: INR 5,15,815.99. To dispute,call 18002662/SMS BLOCK 7007 to 5259745590",False,NOT_OTP,auto_not_otp,17,False,
8162,"50% ದೈನಂದಿನ ಡೇಟಾ ಕೋಟಾ 15-Jul-21 19:12 ವರೆಗೆ ಬಳಕೆಯಾಗಿದೆ.
ಜಿಯೊ ಸಂಖ್ಯೆ: 4849033016
ಯೋಜನೆಯ ಪ್ರಕಾರ ದೈನಂದಿನ ಡೇಟಾ ಕೋಟಾ: 2 GB
MyJio ಅಪ್ಲಿಕೇಶನ್ ಮೂಲಕ ನಿಮ್ಮ ಖಾತೆಯನ್ನು ಹೇಗೆ ನಿರ್ವಹಿಸುವುದು ಎಂಬುದರ ಕುರಿತು ಇನ್ನಷ್ಟು ತಿಳಿದುಕೊಳ್ಳಲು, https://youtu.be/JadIvh5mJPQ ಕ್ಲಿಕ್ ಮಾಡಿ.
ನಿಮ್ಮ ಪ್ರಸ್ತುತ ಬ್ಯಾಲೆನ್ಸ್, ವ್ಯಾಲಿಡಿಟಿ, ಯೋಜನೆ ವಿವರಗಳನ್ನು ಮತ್ತು ಅತ್ಯಾಕರ್ಷಕ ರೀಚಾರ್ಜ್ ಯೋಜನೆಗಳಿಗಾಗಿ 1991 ಅನ್ನು ಡಯಲ್ ಮಾಡಿ.",False,NOT_OTP,auto_not_otp,10,False,
71484,ದೀಪಾಗೆ ಕೊಬ್ ಜಾಸ್ತಿ ಬುದ್ದಿ ಕಮ್ಮಿ,False,NOT_OTP,auto_not_otp,37,True,
26012,"Dear Archana S, 

As per DGCA guidelines, web check-in is mandatory for all passengers. As you are flying really soon, please complete the web check-in for your upcoming Akasa Air flight QP-1311 from Bangalore To Pune at the earliest. 

To web check-in on MakeMyTrip, click https://applinks.makemytrip.com/TmT0aaDWXxb | Team MakeMyTrip",False,NOT_OTP,auto_not_otp,26,True,VM-MMTRIP
9086,"Dear Vi Customer,Your Mar-24 bill is generated for an amount of Rs 394.84 For payment on WhatsApp also https://vi.app.link/vibp  .Ignore if already paid",False,NOT_OTP,auto_not_otp,12,True,
synthetic_APP_ACCOUNT_CHANGE_OTP_040dc80e,OTP: 3519 for resetting password via ICICI Bank Website. Limited time offer. Keep safe.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False,
